track_id,track_name,artist_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,bpm,key,mode,danceability_pct,valence_pct,energy_pct,acousticness_pct,instrumentalness_pct,liveness_pct,speechiness_pct,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts
580,Love Story,Diplo,1,2024,5,1,1971,23,45279606,108,F#,Minor,29,45,68,83,1,24,4,927,5,451,11,3
581,Dance Streets (feat. DJ),BTS,1,2019,11,24,2168,3,26957053,65,B,Minor,28,29,42,8,25,29,3,706,7,729,8,4
582,Electric Waves,Bad Bunny,1,2018,1,22,1782,28,48661491,66,A#,Minor,44,40,72,0,41,7,38,684,9,740,6,4
583,Neon Times (Remix),OneRepublic,1,2021,2,20,1557,21,53734844,148,F#,Major,94,61,62,59,22,23,11,888,17,563,10,10
584,Velvet Waves,"Future, David Guetta",2,2022,10,9,1789,11,21918689,147,G#,Major,63,79,95,20,36,13,15,883,14,762,5,0
585,Sunset Feelings (Deluxe),21 Savage,1,2018,2,19,145,23,7337385,200,F#,Minor,48,83,59,52,44,11,16,53,10,50,10,5
586,Stars Days (Deluxe),Kanye West,1,2023,8,5,1231,9,25431308,84,D#,Major,22,13,52,15,13,16,45,458,12,358,6,8
587,Electric Feelings,Ed Sheeran,1,2021,7,1,1714,13,66568973,185,C,Minor,60,54,18,32,44,35,26,832,15,669,1,10
588,Heart Waves,Chris Stapleton,1,2023,6,22,5323,48,302144616,124,G#,Major,30,41,95,12,29,29,23,1658,31,2276,5,30
589,Neon Memories,Beyoncé,1,2022,12,28,1871,4,46759614,188,D,Minor,55,82,64,68,41,8,18,894,0,899,14,1
590,Crystal Hills,Zedd,1,2022,3,2,2107,13,54481075,183,G,Major,20,59,98,22,49,29,4,701,4,1033,2,3
591,Wild Roads (feat. DJ),Bruno Mars,1,2023,12,4,2881,19,14643869,194,B,Minor,89,23,68,60,2,22,29,1350,14,1005,13,0
592,Dreams Vibes,"Daft Punk, Ed Sheeran",2,2024,6,16,3857,7,62054679,107,A#,Major,77,94,84,47,35,21,32,2206,4,911,5,1
593,Sunset Feelings,"Ed Sheeran, Future, Doja Cat, Skrillex",4,2020,3,10,1329,16,39458310,195,C,Minor,37,50,46,61,13,17,44,712,3,474,8,9
594,Rain Feelings,Calvin Harris,1,2022,11,18,2013,4,11814637,191,C#,Major,51,90,67,80,23,19,18,1121,4,922,2,7
595,Sunset Memories (Live),Maroon 5,1,2018,11,24,739,23,49951311,100,D#,Minor,83,19,70,76,1,31,6,422,15,284,13,10
596,Stars Memories,Daft Punk,1,2021,8,21,960,17,41379082,184,F#,Major,80,53,26,88,31,26,36,462,9,438,15,8
597,Dreams Ways,Martin Garrix,1,2024,5,20,2675,7,53066195,192,A#,Minor,55,43,91,54,42,17,41,1256,11,1315,6,5
598,Forever Days,"Ariana Grande, Metro Boomin",2,2021,9,18,1556,14,34649355,123,D#,Minor,43,92,78,47,15,30,32,738,5,365,9,10
599,Silver Streets,Metro Boomin,1,2020,10,3,1123,12,25835855,176,G#,Minor,85,82,68,25,17,8,29,338,6,498,8,7
600,Sunset Clouds,"Kanye West, Skrillex, Dua Lipa, Calvin Harris",4,2020,2,12,2155,2,9141250,168,D#,Major,92,17,16,14,21,22,20,825,17,777,4,1
601,Summer Dreams,OneRepublic,1,2023,9,12,1176,7,25438418,83,A,Minor,82,25,27,31,26,19,17,413,12,306,0,2
602,Fire Times,Marshmello,1,2018,11,10,1978,19,73730174,164,B,Minor,76,29,64,78,48,29,3,1097,14,522,3,1
603,Neon Waves (Deluxe),"Kygo, Olivia Rodrigo",2,2021,1,16,3075,11,88861270,163,D#,Major,60,55,66,35,15,23,16,1055,2,1169,12,2
604,Neon Story,Coldplay,1,2022,11,23,893,25,16838911,185,F#,Minor,74,21,70,32,22,19,19,273,18,271,12,0
605,Fire Nights,"Lady Gaga, Kendrick Lamar, David Guetta",3,2022,9,20,4576,46,130639656,72,E,Major,87,42,72,19,18,14,29,1438,14,1038,10,5
606,Summer Waves,"Travis Scott, Justin Bieber",2,2022,4,28,145,18,25668536,102,D#,Major,45,87,24,8,49,11,19,71,5,41,15,6
607,Electric Skies (feat. DJ),Justin Bieber,1,2020,3,8,1823,26,8520130,102,C,Minor,39,26,45,77,23,22,31,558,16,853,12,2
608,Heart Times,Beyoncé,1,2023,1,3,2386,9,36235430,198,B,Minor,87,69,97,66,22,30,18,1045,15,962,12,8
609,Neon Moments (feat. DJ),"Martin Garrix, Billie Eilish, Tiësto",3,2019,6,27,2371,9,29125174,171,A#,Major,77,85,32,83,50,24,27,977,10,820,0,3
610,Summer Streets,Beyoncé,1,2021,12,15,2063,59,115364244,85,E,Minor,26,54,74,49,41,32,6,699,3,564,9,40
611,Crystal Skies,Skrillex,1,2024,8,3,1598,0,44038356,66,G#,Major,86,57,18,57,25,26,41,955,4,676,8,0
612,Wild Eyes,Marshmello,1,2023,10,4,3599,13,99628859,156,F,Minor,54,28,33,25,5,29,19,1904,1,1439,2,2
613,Night Eyes,Imagine Dragons,1,2020,7,19,2000,17,30968024,69,E,Minor,28,38,74,21,43,36,9,940,6,400,2,2
614,Wild Dreams (Acoustic),Harry Styles,1,2024,5,19,1890,28,87457040,99,A#,Minor,51,38,17,55,30,22,23,1028,10,736,10,8
615,Midnight Memories (Acoustic),Tiësto,1,2023,5,4,2095,30,31049159,162,F#,Minor,58,20,46,20,39,35,44,784,4,1001,11,6
616,Sunset Clouds (feat. DJ),"Ed Sheeran, Drake",2,2022,1,11,1417,7,34864392,114,F#,Minor,50,46,46,78,10,26,12,631,15,677,12,9
617,Midnight Vibes,Skrillex,1,2019,12,1,1489,25,30688085,180,D,Major,37,47,61,86,43,27,44,807,20,365,1,0
618,Fire Eyes,Avicii,1,2018,10,3,1687,26,17373074,128,A,Minor,87,19,93,36,8,9,31,973,5,791,15,1
619,Crystal Feelings,"Skrillex, Billie Eilish",2,2020,5,2,1794,57,111433013,120,E,Minor,46,40,74,19,45,14,4,731,32,523,25,26
620,Heart Moments,Harry Styles,1,2022,3,24,771,10,14322998,164,C#,Minor,46,70,98,4,23,15,27,390,18,209,15,6
621,Night Memories (Acoustic),Doja Cat,1,2021,8,15,4927,57,271982268,140,A,Major,20,31,47,53,5,36,23,1674,20,2087,27,42
622,Stars Times,Post Malone,1,2022,5,7,396,24,29460338,60,C#,Minor,84,35,42,18,21,37,19,119,11,163,11,5
623,Crystal Roads,Martin Garrix,1,2023,7,25,1479,17,13832569,164,A,Major,80,63,74,77,36,19,22,885,14,315,10,0
624,Dance Eyes (Remix),Zedd,1,2023,11,19,945,0,36823822,161,C,Minor,26,19,50,68,34,31,3,433,1,251,14,3
625,Forever Dreams,"Tiësto, Luke Combs",2,2022,10,7,2382,7,99796860,199,A#,Major,21,64,25,42,41,20,32,1376,12,877,10,2
626,Dance Nights,The Weeknd,1,2023,7,6,2312,5,43850820,99,C#,Major,50,18,49,22,7,33,23,944,9,677,2,1
627,Velvet Streets,BTS,1,2022,10,9,2016,25,16806148,101,D,Minor,40,76,83,24,30,27,3,719,8,841,2,1
628,Sunset Feelings (Live),"Miley Cyrus, Zach Bryan",2,2020,4,20,2725,18,89862454,186,G#,Minor,69,51,97,47,12,7,4,1428,2,1342,7,10
629,Silver Shadows,The Chainsmokers,1,2023,6,21,3067,27,47589313,94,G,Minor,90,80,58,15,39,7,42,1346,4,1389,3,9
630,Velvet Waves,Adele,1,2024,1,10,413,17,269670851,165,C#,Minor,29,73,54,38,26,6,3,210,24,206,17,21
631,Dreams Moments (Deluxe),Rihanna,1,2022,2,12,1590,28,14289435,72,E,Minor,90,79,25,70,36,39,21,536,18,419,2,3
632,Heart Clouds (Remix),Daft Punk,1,2021,7,3,3067,23,75716077,182,C,Minor,66,61,84,13,16,15,39,967,2,700,0,1
633,Dreams Lights,"Daft Punk, Beyoncé",2,2023,10,23,2275,22,27876477,193,E,Major,83,80,45,7,27,18,41,768,16,617,13,0
634,Crystal Eyes,Lil Baby,1,2022,10,14,2199,7,63625743,187,C,Major,71,85,39,32,44,13,38,1066,3,906,8,10
635,Heart Times,"Justin Bieber, Skrillex",2,2018,4,24,1575,6,22359460,63,F#,Major,63,36,72,18,9,12,25,603,3,586,6,1
636,Dance Streets,"Adele, Imagine Dragons, Future, Kygo",4,2024,3,7,1602,27,49197224,72,E,Major,75,69,35,7,50,8,31,800,7,555,8,6
637,Sunset Feelings (feat. DJ),Martin Garrix,1,2021,3,14,1628,14,10986904,182,F#,Minor,40,71,43,56,8,6,17,658,20,435,6,4
638,Summer Skies,J. Cole,1,2024,2,9,1786,22,59302440,76,A,Major,50,46,47,31,48,40,41,588,16,785,12,0
639,Fire Hills (Remix),"Avicii, Martin Garrix",2,2020,1,11,1673,5,72771215,129,A,Major,71,95,92,72,36,27,8,556,9,696,13,4
640,Rain Times,Coldplay,1,2024,6,16,2667,15,42660570,95,D#,Minor,25,36,74,52,34,9,8,982,17,546,2,1
641,Stars Times (feat. DJ),"Future, Daft Punk, The Chainsmokers, Morgan Wallen",4,2021,1,9,0,20,25095605,120,A,Major,31,42,91,68,47,20,4,0,14,0,2,5
642,Velvet Nights,Calvin Harris,1,2023,1,27,4557,27,123584169,118,A,Minor,20,64,59,45,48,33,37,2454,21,1048,32,37
643,Heart Roads,21 Savage,1,2021,3,27,2123,26,21059864,175,D#,Major,24,25,41,46,40,24,45,770,4,612,1,10
644,Dreams Nights,OneRepublic,1,2018,6,2,2154,26,51234920,78,D,Minor,33,65,44,89,10,22,35,1223,3,485,5,3
645,Crystal Roads (Deluxe),Metro Boomin,1,2024,8,6,230,13,90425756,114,B,Major,45,61,52,48,49,39,31,80,14,65,8,9
646,Stars Memories,"Harry Styles, Ariana Grande",2,2023,2,18,1257,20,62037597,119,D,Major,26,75,92,69,4,20,36,596,4,271,5,8
647,Crystal Skies,Daft Punk,1,2021,9,5,400,4,17984536,97,A,Minor,29,64,96,69,5,25,31,216,7,163,2,8
648,Wild Story,Billie Eilish,1,2018,1,25,2899,3,127292977,80,C#,Major,81,22,71,68,41,28,5,942,10,1238,40,37
649,Love Moments (Acoustic),"Kanye West, Skrillex",2,2021,2,26,2437,2,92523225,185,G#,Major,39,32,51,64,39,7,22,1130,4,926,15,4
650,Crystal Waves,Coldplay,1,2018,1,1,1511,7,69387381,130,G#,Major,71,58,87,15,15,31,11,624,20,456,11,8
651,Wild Shadows,Travis Scott,1,2021,3,26,3563,20,71132309,177,A,Minor,22,89,96,67,11,13,6,1571,13,934,13,9
652,Night Feelings (Acoustic),Drake,1,2023,2,18,3062,33,112988457,181,G,Major,86,34,63,24,33,9,27,1493,16,1496,11,35
653,Dreams Moments,Travis Scott,1,2023,5,24,1163,9,32660939,154,B,Minor,47,23,54,32,5,34,4,491,5,239,13,2
654,Midnight Nights,Coldplay,1,2023,5,28,849,25,9998801,109,B,Major,30,70,63,39,26,22,20,313,11,256,5,4
655,Crystal Rivers (Remix),Tiësto,1,2023,12,4,1607,26,40671733,75,A#,Minor,24,47,96,7,18,20,15,955,10,671,4,7
656,Golden Days (Acoustic),Olivia Rodrigo,1,2022,12,4,1281,25,86222191,179,B,Major,89,16,92,25,15,10,42,438,3,290,14,8
657,Rain Moments,Future,1,2021,4,2,2211,64,115370200,188,F#,Major,21,33,41,3,1,11,23,992,20,1099,6,29
658,Velvet Moments (Deluxe),Zach Bryan,1,2024,4,23,26,20,46742414,60,A,Major,70,57,93,44,8,8,6,13,8,10,3,6
659,Heart Rivers,Bruno Mars,1,2022,2,18,1164,26,33012477,103,B,Major,47,87,92,64,9,9,17,358,4,496,13,3
660,Wild Waves,The Chainsmokers,1,2021,1,23,2285,17,29319822,120,G,Minor,74,65,20,66,44,11,9,964,1,1025,0,5
661,Love Memories (Remix),Luke Combs,1,2022,4,12,856,24,52320357,114,C#,Major,47,42,58,45,3,32,34,263,4,347,2,5
662,Silver Feelings,Daft Punk,1,2023,7,25,1354,18,101461996,70,C#,Major,58,80,15,67,28,17,23,658,33,608,18,47
663,Velvet Rivers,Bruno Mars,1,2018,4,21,2472,11,68399746,154,A,Major,57,46,88,23,1,33,18,1076,0,943,1,8
664,Ocean Roads,"Zedd, Imagine Dragons",2,2023,10,19,2966,37,112312465,176,C#,Minor,38,78,61,74,24,20,11,1628,41,1131,38,47
665,Forever Story (Acoustic),Miley Cyrus,1,2022,4,6,2362,7,20494119,74,F#,Major,91,70,34,50,40,12,31,917,4,1022,13,6
666,Love Streets,Chris Stapleton,1,2020,9,24,732,7,40182025,95,A#,Major,56,10,59,52,42,12,11,291,19,345,7,8
667,Sunset Lights,21 Savage,1,2023,3,13,2196,34,130323801,164,A#,Major,47,11,86,61,27,11,45,720,35,691,24,22
668,Crystal Lights,"Future, Doja Cat",2,2024,2,9,1910,12,53700248,129,A#,Major,23,31,76,28,0,5,44,883,7,718,9,8
669,Midnight Clouds,Tiësto,1,2019,7,17,1090,10,20490726,195,C,Minor,30,47,95,77,4,25,5,596,0,233,2,6
670,Fire Rivers,Marshmello,1,2022,8,21,812,1,75441923,186,G,Minor,56,60,35,7,45,33,10,421,7,317,8,0
671,Sunset Moments,Morgan Wallen,1,2021,9,26,799,15,31596642,65,F#,Minor,28,34,40,25,29,19,7,460,1,395,2,4
672,Fire Days,"Ariana Grande, Miley Cyrus, Lady Gaga",3,2024,2,15,3460,59,186689385,101,C,Minor,34,38,69,30,32,25,10,1049,10,1395,5,38
673,Silver Shadows,Marshmello,1,2020,8,3,2047,21,102156606,190,C,Major,75,45,51,6,15,33,15,1145,20,438,25,18
674,Heart Clouds,Future,1,2019,3,15,3680,5,95067130,83,G,Major,33,90,39,33,33,31,12,2114,2,751,5,10
675,Neon Dreams,Avicii,1,2023,4,28,2810,17,56489416,175,B,Major,83,85,84,81,27,30,45,1417,10,906,10,3
676,Night Clouds (Live),BTS,1,2020,7,17,2685,0,53736867,103,D,Major,64,51,35,11,25,28,2,1099,0,839,4,1
677,Electric Feelings,Zach Bryan,1,2022,3,24,1749,18,19646188,70,G#,Minor,50,65,94,77,34,23,36,597,18,558,14,9
678,Wild Memories (feat. DJ),"The Weeknd, Post Malone, Drake",3,2023,9,14,2045,32,121077460,146,B,Major,30,46,59,57,40,39,34,924,18,806,19,38
679,Electric Vibes,"Marshmello, Zach Bryan, Bad Bunny",3,2020,9,13,2556,21,58165780,76,B,Minor,83,88,83,63,24,39,11,910,19,857,12,1
680,Sunset Rivers,Diplo,1,2023,3,11,3869,15,85081112,194,C,Minor,43,90,45,47,3,22,3,2314,1,1691,10,10
681,Midnight Clouds (Acoustic),"Lil Baby, Lady Gaga",2,2023,10,2,2384,5,17572096,106,G#,Minor,78,85,65,25,8,27,41,1271,10,1086,8,4
682,Summer Moments,Rihanna,1,2023,5,26,4456,28,105209095,147,F#,Major,53,20,56,23,34,26,32,2494,12,1621,36,6
683,Fire Roads,"Justin Bieber, Shakira, Imagine Dragons",3,2024,4,28,951,3,31084486,153,C,Minor,86,43,64,71,20,6,41,349,16,220,12,5
684,Forever Ways,"Adele, 21 Savage",2,2020,11,20,1233,28,49625343,183,D,Major,45,76,57,74,15,22,4,559,18,274,3,7
685,Midnight Eyes,"Harry Styles, SZA",2,2021,2,11,1946,19,35131502,169,G,Minor,25,12,94,34,9,11,20,1101,13,667,3,3
686,Golden Nights,"Zach Bryan, Bad Bunny",2,2023,2,23,2966,17,88929569,152,D,Major,85,77,86,44,25,15,10,943,4,1267,0,4
687,Sunset Waves,Miley Cyrus,1,2021,10,17,1483,38,101794855,146,B,Minor,89,90,58,75,27,28,22,828,8,515,21,32
688,Fire Rivers,"Metro Boomin, Rihanna",2,2024,2,3,4239,3,223776104,138,F,Major,95,92,44,9,15,13,43,1444,0,1970,2,9
689,Dreams Days,"BTS, Miley Cyrus",2,2021,1,17,804,21,43712840,185,D,Minor,48,64,72,81,50,33,20,265,9,229,12,6
690,Love Moments,J. Cole,1,2022,12,23,2858,9,70790269,87,B,Major,44,18,31,25,38,14,43,1036,2,1022,5,8
691,Ocean Vibes,Taylor Swift,1,2023,2,17,1364,17,36758450,192,B,Major,78,32,38,44,30,34,22,598,0,490,15,6
692,Velvet Ways,"Kendrick Lamar, Coldplay",2,2021,10,2,1855,2,32338791,160,C,Major,76,25,97,60,11,9,31,840,14,583,7,1
693,Electric Days (Deluxe),Future,1,2024,1,11,928,19,21543141,143,A#,Major,58,40,85,70,9,20,12,338,13,431,3,6
694,Summer Roads (Deluxe),Adele,1,2020,9,10,1440,15,39426178,101,F#,Minor,51,12,88,42,16,21,38,745,14,606,15,3
695,Heart Nights (Deluxe),Zach Bryan,1,2023,10,15,1675,1,6608605,114,G,Minor,37,84,86,66,15,13,11,668,19,570,15,1
696,Heart Moments (Live),"The Weeknd, Zach Bryan",2,2023,12,28,1905,5,17794160,179,G#,Minor,64,36,62,85,32,27,13,593,1,532,15,9
697,Midnight Memories (Remix),Beyoncé,1,2020,5,10,1334,27,91994657,101,D#,Major,22,29,97,73,10,27,44,718,10,310,2,5
698,Rain Hills,The Weeknd,1,2024,9,7,711,6,19920709,113,A#,Minor,31,87,29,18,25,8,42,407,18,230,15,1
699,Rain Nights,"Post Malone, BTS",2,2023,12,15,1948,19,59771107,86,D,Major,25,25,94,4,28,13,23,1035,2,457,12,6
700,Electric Times,"Lil Baby, Martin Garrix",2,2023,12,7,1429,6,10953332,105,G,Minor,86,23,34,36,11,11,7,613,10,375,0,10
701,Velvet Clouds,Rihanna,1,2020,6,28,1458,19,11985546,149,B,Minor,28,93,15,27,45,27,10,562,4,299,6,5
702,Neon Story (feat. DJ),Zach Bryan,1,2024,2,5,2144,29,30113836,93,D#,Major,53,19,34,3,9,35,5,874,10,775,12,4
703,Ocean Nights,OneRepublic,1,2022,5,2,2955,30,35860971,118,D,Major,56,77,98,13,21,25,18,962,13,1355,0,6
704,Love Times (Acoustic),"Billie Eilish, 21 Savage",2,2018,1,4,2033,29,13959056,168,E,Major,67,66,90,86,49,27,25,1161,15,750,14,5
705,Fire Times,Rihanna,1,2023,3,27,2127,1,39897735,165,G#,Major,32,67,66,35,48,10,33,1128,16,503,6,0
706,Night Skies,Billie Eilish,1,2019,12,22,2034,4,52995270,81,D#,Major,72,67,28,31,3,34,16,971,3,1001,1,7
707,Night Eyes,Miley Cyrus,1,2022,5,16,1534,6,32609666,195,A#,Minor,77,64,69,76,16,36,3,471,18,507,11,8
708,Love Lights,Olivia Rodrigo,1,2023,4,20,2110,25,39286405,171,D,Major,65,84,23,67,15,13,32,1215,14,1005,13,6
709,Dance Clouds,The Weeknd,1,2019,6,21,2315,14,46047964,65,B,Minor,94,40,84,70,4,22,38,1103,14,549,8,0
710,Dreams Lights (Remix),Taylor Swift,1,2021,10,17,1884,9,24132305,195,G,Major,28,35,74,75,28,12,28,930,19,841,12,9
711,Forever Feelings,Coldplay,1,2021,2,5,2690,18,36778460,106,D#,Minor,94,82,29,78,28,5,6,1021,7,1208,10,6
712,Fire Waves (feat. DJ),"Metro Boomin, Kendrick Lamar",2,2018,8,2,1921,28,72206115,100,A#,Major,53,22,84,10,15,28,45,887,5,445,13,0
713,Crystal Dreams,"21 Savage, Avicii",2,2024,10,15,2886,0,59895803,190,C,Major,89,61,48,38,34,13,12,1498,17,1013,9,10
714,Golden Rivers,Chris Stapleton,1,2024,10,15,2597,29,63363110,198,C,Minor,80,50,75,85,5,16,14,788,5,567,0,4
715,Forever Dreams,Coldplay,1,2023,11,3,473,8,30459936,160,A,Minor,26,44,20,75,22,19,9,254,19,189,4,7
716,Sunset Feelings,"Kendrick Lamar, Harry Styles, Skrillex",3,2018,9,21,1775,9,27274834,150,C#,Minor,94,94,97,50,11,23,42,891,17,652,10,6
717,Forever Dreams,"Bad Bunny, OneRepublic",2,2022,12,9,2196,4,80502682,158,D,Major,65,84,46,80,26,22,36,701,0,539,10,1
718,Crystal Roads (feat. DJ),Kygo,1,2021,7,18,2983,1,52016841,98,G#,Minor,93,18,69,2,39,9,7,1682,4,1478,12,7
719,Heart Roads (feat. DJ),Bruno Mars,1,2021,10,21,4406,13,155433044,107,D#,Major,52,51,86,65,6,30,23,1629,30,1832,0,21
720,Fire Shadows (Acoustic),"Zach Bryan, The Weeknd",2,2023,8,5,965,3,26602778,130,C,Minor,71,18,75,61,47,9,35,413,20,202,6,4
721,Velvet Roads (Remix),"Ariana Grande, Diplo",2,2022,12,1,1725,2,58227803,143,A,Major,70,90,63,33,34,32,41,746,13,612,3,3
722,Summer Roads,Lil Baby,1,2023,8,10,2017,9,63964657,72,C#,Major,37,86,38,7,43,35,25,1021,2,601,8,5
723,Midnight Memories,Beyoncé,1,2019,2,14,729,17,12294763,92,C#,Minor,61,57,91,7,24,36,2,395,6,237,7,6
724,Silver Eyes (Acoustic),Drake,1,2022,10,9,1043,29,18098303,171,F#,Minor,72,16,56,55,16,15,2,430,12,422,8,8
725,Golden Hills (Acoustic),Bruno Mars,1,2022,1,19,2245,28,106926518,93,D#,Minor,53,61,63,16,40,16,28,803,32,991,1,27
726,Heart Clouds,"Miley Cyrus, Drake",2,2023,6,8,2106,29,8709202,98,E,Major,77,64,76,88,42,35,21,1058,5,961,3,2
727,Wild Dreams,Imagine Dragons,1,2018,2,6,2797,27,63128110,61,G#,Major,33,70,90,66,25,35,33,1261,8,1006,12,0
728,Dreams Nights,Daft Punk,1,2024,6,15,2171,8,26995033,168,C#,Major,34,31,21,26,33,21,16,941,13,950,5,10
729,Wild Times,"Luke Combs, Calvin Harris",2,2023,12,13,0,20,43397509,92,C#,Major,84,51,47,46,48,22,5,0,8,0,5,4
730,Sunset Ways,Bad Bunny,1,2021,11,15,1456,27,77471960,174,E,Minor,30,67,71,50,48,18,17,522,2,339,6,2
731,Fire Hills,Lil Baby,1,2020,9,18,3097,11,77407559,159,D#,Major,52,52,96,24,2,29,40,1592,20,1123,2,9
732,Velvet Rivers (Acoustic),SZA,1,2023,4,11,516,0,78331302,172,G,Minor,85,18,69,44,11,22,18,160,20,217,2,6
733,Dance Waves,"Kendrick Lamar, Coldplay, Travis Scott",3,2022,9,12,1139,25,17527551,91,D,Minor,84,75,47,68,47,29,41,530,0,447,10,3
734,Silver Rivers,Avicii,1,2020,12,20,1146,10,13516060,175,A#,Major,52,58,44,4,5,39,26,509,4,517,3,4
735,Dance Moments (Deluxe),Metro Boomin,1,2023,10,15,1910,4,31566311,160,D,Major,42,76,80,6,45,40,15,1132,20,759,15,0
736,Night Feelings,Billie Eilish,1,2020,1,1,2965,12,23709435,183,B,Minor,35,11,85,10,18,17,25,1299,12,694,0,8
737,Night Times (Acoustic),"Coldplay, Rihanna",2,2024,11,8,1652,61,231928522,95,D#,Minor,59,62,90,40,43,11,4,632,50,702,35,41
738,Love Streets (Live),Taylor Swift,1,2024,1,12,1697,48,114575756,170,A#,Minor,74,44,26,9,0,30,25,731,4,508,2,27
739,Dreams Times (Remix),"Bruno Mars, Morgan Wallen",2,2023,9,11,2323,8,19720971,109,F#,Minor,90,35,52,70,9,29,36,1235,15,493,0,5
740,Ocean Clouds,Morgan Wallen,1,2023,1,17,363,17,42146306,184,A,Major,66,13,62,75,27,16,25,169,20,134,15,8
741,Electric Clouds,"Marshmello, Zedd",2,2022,3,1,2441,11,12893965,63,E,Major,90,10,88,47,8,9,31,1065,20,870,5,6
742,Wild Feelings,Lady Gaga,1,2022,12,3,952,12,26996517,83,A,Minor,37,65,49,22,10,14,40,457,2,217,4,4
743,Silver Vibes,Calvin Harris,1,2023,5,24,2883,11,41814424,171,G#,Major,20,83,33,16,23,36,2,1453,11,997,1,5
744,Night Vibes,Metro Boomin,1,2020,12,11,3043,1,46463555,105,G#,Major,91,88,56,35,0,8,7,1332,6,1363,8,7
745,Crystal Nights,David Guetta,1,2021,8,8,1064,29,13202996,149,G#,Major,31,24,88,47,0,16,31,492,11,214,2,0
746,Fire Waves,"Dua Lipa, Future, Harry Styles, Miley Cyrus",4,2024,12,12,2975,27,99619797,71,C,Minor,29,65,90,40,43,5,2,1601,1,1327,4,3
747,Dreams Rivers,Calvin Harris,1,2021,12,11,1034,16,33133058,148,D,Minor,55,70,29,52,46,10,41,455,18,379,6,6
748,Stars Hills,Morgan Wallen,1,2021,9,3,991,23,79029431,150,G#,Minor,48,33,23,59,18,18,25,527,1,274,1,2
749,Summer Lights (feat. DJ),The Chainsmokers,1,2022,1,13,1150,57,143468856,198,G#,Major,90,48,37,40,14,29,42,411,35,305,16,19
750,Stars Skies,Bruno Mars,1,2021,8,27,3863,6,156334178,153,F#,Major,46,82,38,1,38,7,36,1614,28,1490,22,5
751,Night Hills,"Miley Cyrus, Adele, Dua Lipa",3,2021,1,22,2221,3,51746234,64,D,Minor,57,66,64,6,43,16,12,974,16,1071,3,9
752,Ocean Shadows (Acoustic),Kanye West,1,2023,5,23,3495,0,26769754,151,C,Major,40,63,21,10,20,12,23,1984,4,890,10,9
753,Golden Roads,"Olivia Rodrigo, Justin Bieber",2,2023,10,11,2814,3,12639098,200,C,Minor,95,56,97,3,14,9,5,1490,6,1275,14,9
754,Rain Eyes (Remix),"Taylor Swift, Bruno Mars, 21 Savage, Kanye West",4,2020,10,4,1899,4,7455268,78,G#,Minor,32,38,98,43,39,16,36,1103,6,623,9,1
755,Summer Shadows,Shakira,1,2021,1,12,3606,18,34065262,169,G#,Major,29,79,64,56,30,21,4,2099,0,1418,12,9
756,Summer Hills,Zach Bryan,1,2023,3,23,2722,18,48004059,65,C,Minor,82,68,63,20,21,25,2,1509,9,1018,11,3
757,Golden Story,Olivia Rodrigo,1,2020,7,11,1313,14,26227250,98,D#,Major,59,52,27,8,0,7,38,605,5,491,5,10
758,Sunset Memories,Bad Bunny,1,2018,9,18,2583,7,64003706,116,D,Major,56,52,73,42,48,40,36,785,3,585,12,7
759,Silver Nights,The Chainsmokers,1,2022,10,25,1541,26,50064215,154,F,Major,29,42,74,59,1,13,2,573,5,676,4,7
760,Golden Nights,The Chainsmokers,1,2023,1,6,2130,30,31002597,150,G#,Major,86,83,77,0,43,28,38,746,20,934,5,1
761,Heart Rivers,Dua Lipa,1,2022,6,18,1388,23,46708550,192,C,Major,63,40,76,68,48,18,6,609,15,347,3,6
762,Silver Hills (Deluxe),"Daft Punk, Diplo, Post Malone, Tiësto",4,2021,5,28,1395,16,20845085,114,A,Minor,88,26,95,29,8,14,5,476,15,347,1,2
763,Dance Hills (feat. DJ),Kendrick Lamar,1,2023,12,28,5252,46,114102237,92,B,Major,36,14,96,26,3,22,11,2485,45,1359,0,43
764,Electric Hills,"SZA, Ariana Grande",2,2024,12,4,2650,6,34642448,72,F#,Minor,70,35,15,87,3,27,40,827,4,930,13,5
765,Electric Shadows,"SZA, Marshmello, Calvin Harris",3,2022,10,18,1873,5,23833658,136,F#,Major,40,84,82,27,7,6,18,1118,2,608,2,7
766,Velvet Ways,"Beyoncé, Chris Stapleton",2,2021,3,5,2053,27,47945849,74,F,Minor,91,57,68,50,29,7,26,740,3,669,0,8
767,Dreams Roads,"SZA, Post Malone",2,2021,6,2,2305,9,54763239,138,A,Major,48,82,68,44,0,24,43,1145,14,1128,12,3
768,Electric Days,Skrillex,1,2020,3,14,513,30,14474353,142,E,Major,32,75,80,81,2,39,33,176,6,223,4,5
769,Ocean Waves,"Skrillex, Kanye West, Dua Lipa",3,2020,5,27,1138,7,25958831,177,D,Minor,27,56,83,30,14,20,18,410,10,502,4,4
770,Summer Vibes,"Doja Cat, Bad Bunny, Metro Boomin",3,2023,11,17,1789,11,65245896,128,G,Minor,78,61,90,34,46,26,14,1062,8,556,14,6
771,Silver Hills (Acoustic),"Lady Gaga, The Chainsmokers, Coldplay",3,2021,12,20,2453,28,63627473,65,G#,Major,93,52,94,39,32,10,23,942,2,620,9,5
